subject,message,label
Jaunā darba kārtība,"Sveiki, Jāni!

Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Mēs priecāsimies saņemt jūsu komentārus. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Piegāde ir plānota tuvāko trīs darba dienu laikā. Paldies, ka izmantojat mūsu pakalpojumus.

Ar cieņu,
Administrācija.",normal
Mēneša pārskats,"Labdien, kolēģi!

Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Papildu informāciju varat saņemt, sazinoties ar mums. Informācija par jaunumiem ir pieejama mūsu mājaslapā. Jūsu rezervācija ir veiksmīgi apstiprināta. Tikšanās laiks ir saskaņots ar visiem dalībniekiem. Paldies, ka izmantojat mūsu pakalpojumus.

Ar cieņu,
Projektu komanda.",normal
Pasākuma programma,"Sveiki, komanda!

Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Papildu informāciju varat saņemt, sazinoties ar mums. Informācija tiks papildināta, ja būs nepieciešamas izmaiņas.

Paldies!
Klientu serviss.",normal
Jaunā darba kārtība,"Sveiki, komanda!

Pasākuma sākums paredzēts plkst. 10.00. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Paldies, ka izmantojat mūsu pakalpojumus.

Ar cieņu,
Administrācija.",normal
Pateicība par sadarbību,"Labdien, skolēni!

Informācija par darba grafiku ir pievienota šim ziņojumam. Atgādinām, ka pasākums notiks piektdien. Mēs nosūtīsim papildu informāciju pēc tikšanās. Informācija tiks papildināta, ja būs nepieciešamas izmaiņas.

Ar cieņu,
Projektu komanda.",normal
Informācija par nodarbību,"Labdien!

Jūsu rezervācija ir veiksmīgi apstiprināta. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Paldies par jūsu laiku un atsaucību. Mēs priecāsimies saņemt jūsu komentārus. Pielikumā nosūtām informāciju par plānoto pasākumu. Darba grafiks nākamajai nedēļai ir sagatavots. Mēs novērtējam jūsu atsauksmes un ieteikumus.

Veiksmīgu dienu!
Mūsu komanda.",normal
Bibliotēkas atgādinājums,"Sveiki, visiem!

Piegāde ir plānota tuvāko trīs darba dienu laikā. Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli. Ja nepieciešams, varam vienoties par citu laiku.

Lai jauka diena!
Mūsu komanda.",normal
Mācību materiāli,"Labdien, skolēni!

Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli. Papildu informāciju varat saņemt, sazinoties ar mums. Paldies par jūsu laiku un atsaucību. Tikšanās laiks ir saskaņots ar visiem dalībniekiem. Paldies par jūsu iepriekšējo atbildi. Atgādinām, ka pasākums notiks piektdien. Atgādinām par rīt plānoto tikšanos.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Piegādes datums,"Sveiki, Jāni!

Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Informācija par darba grafiku ir pievienota šim ziņojumam. Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli. Mēs nosūtīsim papildu informāciju pēc tikšanās. Šonedēļ esam sagatavojuši vairākus jaunumus. Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās.

Ar cieņu,
Projektu komanda.",normal
Pateicība par sadarbību,"Sveiki, visiem!

Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Atgādinām, ka pasākums notiks piektdien. Pielikumā nosūtām informāciju par plānoto pasākumu. Mēs nosūtīsim papildu informāciju pēc tikšanās.

Veiksmīgu dienu!
Mūsu komanda.",normal
Rēķins par pakalpojumu,"Labdien, Anna!

Darba grafiks nākamajai nedēļai ir sagatavots. Informācija par darba grafiku ir pievienota šim ziņojumam. Pasākuma sākums paredzēts plkst. 10.00. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem.

Ar cieņu,
Projektu komanda.",normal
Informācija par pasākumu,"Sveiki, komanda!

Paldies par jūsu laiku un atsaucību. Paldies, ka izmantojat mūsu pakalpojumus. Mēs nosūtīsim papildu informāciju pēc tikšanās. Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā.

Ar cieņu,
Administrācija.",normal
Darba grafiks,"Sveiki, visiem!

Aptauja aizņems tikai dažas minūtes. Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Informācija par darba grafiku ir pievienota šim ziņojumam. Papildu informāciju varat saņemt, sazinoties ar mums. Paldies par jūsu laiku un atsaucību. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties.

Ar cieņu,
Projektu komanda.",normal
Dokumentu nosūtīšana,"Sveiki!

Mēs novērtējam jūsu atsauksmes un ieteikumus. Lūdzu, dodiet mums ziņu, ja nepieciešams mainīt tikšanās laiku. Tikšanās laiks ir saskaņots ar visiem dalībniekiem.

Ar cieņu,
Skolas administrācija.",normal
Tikšanās laika maiņa,"Labdien, skolēni!

Atgādinām, ka pasākums notiks piektdien. Pasākuma sākums paredzēts plkst. 10.00. Šonedēļ esam sagatavojuši vairākus jaunumus. Mēs priecāsimies saņemt jūsu komentārus. Sanāksmes laikā pārrunāsim aktuālos jautājumus. Aptauja aizņems tikai dažas minūtes.

Veiksmīgu dienu!
Mūsu komanda.",normal
Piegādes datums,"Sveiki, Jāni!

Darba grafiks nākamajai nedēļai ir sagatavots. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Paldies par jūsu laiku un atsaucību. Jūsu rezervācija ir veiksmīgi apstiprināta. Nodarbība notiks ierastajā laikā. Papildu informāciju varat saņemt, sazinoties ar mums.

Lai jauka diena!
Mūsu komanda.",normal
Jaunumi uzņēmumā,"Sveiki, kolēģi!

Tikšanās laiks ir saskaņots ar visiem dalībniekiem. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Mēs nosūtīsim papildu informāciju pēc tikšanās. Pasākuma sākums paredzēts plkst. 10.00. Darba grafiks nākamajai nedēļai ir sagatavots. Paldies par jūsu iepriekšējo atbildi.

Lai jauka diena!
Mūsu komanda.",normal
Mācību materiāli,"Labdien, cienījamie klienti!

Atgādinām, ka pasākums notiks piektdien. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Informācija tiks papildināta, ja būs nepieciešamas izmaiņas. Informācija par darba grafiku ir pievienota šim ziņojumam. Šonedēļ esam sagatavojuši vairākus jaunumus. Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā.

Ar cieņu,
Skolas administrācija.",normal
Piegādes informācija,"Labdien, kolēģi!

Mēs novērtējam jūsu atsauksmes un ieteikumus. Tikšanās laiks ir saskaņots ar visiem dalībniekiem. Ja nepieciešams, varam vienoties par citu laiku. Informācija par darba grafiku ir pievienota šim ziņojumam. Mēs nosūtīsim papildu informāciju pēc tikšanās.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Semināra programma,"Sveiki, visiem!

Paldies par jūsu iepriekšējo atbildi. Aptauja aizņems tikai dažas minūtes. Paldies, ka izmantojat mūsu pakalpojumus. Informācija par jaunumiem ir pieejama mūsu mājaslapā. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Komandas sapulce,"Sveiki, visiem!

Mēs priecāsimies saņemt jūsu komentārus. Pielikumā nosūtām informāciju par plānoto pasākumu. Tikšanās laiks ir saskaņots ar visiem dalībniekiem. Sanāksmes laikā pārrunāsim aktuālos jautājumus.

Ar cieņu,
Skolas administrācija.",normal
Dokumentu nosūtīšana,"Labdien, Anna!

Lūdzu, dodiet mums ziņu, ja nepieciešams mainīt tikšanās laiku. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Aptauja aizņems tikai dažas minūtes. Paldies par jūsu iepriekšējo atbildi. Informācija par jaunumiem ir pieejama mūsu mājaslapā. Informācija tiks papildināta, ja būs nepieciešamas izmaiņas.

Ar cieņu,
Skolas administrācija.",normal
Aptauja par pakalpojumu,"Sveiki, visiem!

Ja nepieciešams, varam vienoties par citu laiku. Pasākuma sākums paredzēts plkst. 10.00. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem.

Ar cieņu,
Administrācija.",normal
Tikšanās par projektu,"Labdien, kolēģi!

Sanāksmes laikā pārrunāsim aktuālos jautājumus. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Mēs nosūtīsim papildu informāciju pēc tikšanās. Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Mēneša pārskats,"Sveiki, visiem!

Mēs priecāsimies saņemt jūsu komentārus. Šonedēļ esam sagatavojuši vairākus jaunumus. Aptauja aizņems tikai dažas minūtes. Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu.

Veiksmīgu dienu!
Mūsu komanda.",normal
Piegādes informācija,"Sveiki, visiem!

Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Atgādinām, ka pasākums notiks piektdien. Informācija par jaunumiem ir pieejama mūsu mājaslapā. Atgādinām par rīt plānoto tikšanos. Tikšanās laiks ir saskaņots ar visiem dalībniekiem. Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu.

Ar cieņu,
Administrācija.",normal
Aptauja par pakalpojumu,"Sveiki, kolēģi!

Tikšanās laiks ir saskaņots ar visiem dalībniekiem. Jūsu rezervācija ir veiksmīgi apstiprināta. Informācija par darba grafiku ir pievienota šim ziņojumam. Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu. Informācija tiks papildināta, ja būs nepieciešamas izmaiņas. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties.

Ar cieņu,
Skolas administrācija.",normal
Mēneša pārskats,"Labdien, skolēni!

Piegāde ir plānota tuvāko trīs darba dienu laikā. Dokumenti būs pieejami arī klātienes tikšanās laikā. Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei.

Ar cieņu,
Administrācija.",normal
Informācija klientiem,"Sveiki, visiem!

Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Atgādinām par rīt plānoto tikšanos. Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā.

Veiksmīgu dienu!
Mūsu komanda.",normal
Pasūtījuma statuss,"Labdien, cienījamie klienti!

Piegāde ir plānota tuvāko trīs darba dienu laikā. Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu. Atgādinām, ka pasākums notiks piektdien. Informācija par darba grafiku ir pievienota šim ziņojumam. Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli. Paldies par jūsu laiku un atsaucību.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Jaunā darba kārtība,"Labdien, cienījamie klienti!

Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Atgādinām, ka pasākums notiks piektdien. Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu. Šonedēļ esam sagatavojuši vairākus jaunumus. Paldies par jūsu iepriekšējo atbildi. Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā. Aptauja aizņems tikai dažas minūtes.

Paldies!
Klientu serviss.",normal
Informācija par nodarbību,"Labdien, skolēni!

Dokumenti būs pieejami arī klātienes tikšanās laikā. Darba grafiks nākamajai nedēļai ir sagatavots. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Jūsu rezervācija ir veiksmīgi apstiprināta. Mēs novērtējam jūsu atsauksmes un ieteikumus. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Sanāksmes laikā pārrunāsim aktuālos jautājumus.

Veiksmīgu dienu!
Mūsu komanda.",normal
Nedēļas jaunumi,"Labdien, skolēni!

Papildu informāciju varat saņemt, sazinoties ar mums. Nodarbība notiks ierastajā laikā. Ja nepieciešams, varam vienoties par citu laiku. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Mēs priecāsimies saņemt jūsu komentārus. Darba grafiks nākamajai nedēļai ir sagatavots.

Veiksmīgu dienu!
Mūsu komanda.",normal
Bibliotēkas atgādinājums,"Sveiki!

Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Pielikumā nosūtām informāciju par plānoto pasākumu. Aptauja aizņems tikai dažas minūtes.

Ar cieņu,
Projektu komanda.",normal
Tikšanās laika maiņa,"Labdien, kolēģi!

Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Jūsu rezervācija ir veiksmīgi apstiprināta. Mēs nosūtīsim papildu informāciju pēc tikšanās. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem.

Veiksmīgu dienu!
Mūsu komanda.",normal
Rēķins par pakalpojumu,"Labdien, Anna!

Informācija par darba grafiku ir pievienota šim ziņojumam. Pielikumā nosūtām informāciju par plānoto pasākumu. Sanāksmes laikā pārrunāsim aktuālos jautājumus.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Bibliotēkas atgādinājums,"Sveiki, kolēģi!

Mēs nosūtīsim papildu informāciju pēc tikšanās. Mēs novērtējam jūsu atsauksmes un ieteikumus. Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Lūdzu, dodiet mums ziņu, ja nepieciešams mainīt tikšanās laiku. Darba grafiks nākamajai nedēļai ir sagatavots. Aptauja aizņems tikai dažas minūtes.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Tikšanās par projektu,"Sveiki, komanda!

Atgādinām, ka pasākums notiks piektdien. Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli. Ja nepieciešams, varam vienoties par citu laiku. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Nodarbība notiks ierastajā laikā. Papildu informāciju varat saņemt, sazinoties ar mums.

Ar cieņu,
Projektu komanda.",normal
Informācija par nodarbību,"Labdien, cienījamie klienti!

Ja nepieciešams, varam vienoties par citu laiku. Dokumenti būs pieejami arī klātienes tikšanās laikā. Paldies, ka izmantojat mūsu pakalpojumus. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Paldies par jūsu laiku un atsaucību. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Atgādinām par rīt plānoto tikšanos.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Darba grafiks,"Labdien, cienījamie klienti!

Informācija par darba grafiku ir pievienota šim ziņojumam. Papildu informāciju varat saņemt, sazinoties ar mums. Sanāksmes laikā pārrunāsim aktuālos jautājumus. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Paldies par jūsu laiku un atsaucību. Ja nepieciešams, varam vienoties par citu laiku.

Ar cieņu,
Klientu apkalpošanas nodaļa.",normal
Rēķins par pakalpojumu,"Sveiki, komanda!

Papildu informāciju varat saņemt, sazinoties ar mums. Informācija tiks papildināta, ja būs nepieciešamas izmaiņas. Mēs nosūtīsim papildu informāciju pēc tikšanās. Paldies, ka izmantojat mūsu pakalpojumus. Paldies par jūsu laiku un atsaucību. Dokumenti būs pieejami arī klātienes tikšanās laikā. Pasākuma sākums paredzēts plkst. 10.00.

Paldies!
Klientu serviss.",normal
Pasūtījuma statuss,"Labdien, Anna!

Atgādinām, ka pasākums notiks piektdien. Pasākuma sākums paredzēts plkst. 10.00. Aptauja aizņems tikai dažas minūtes.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Pasūtījuma statuss,"Sveiki, visiem!

Informācija par jaunumiem ir pieejama mūsu mājaslapā. Paldies, ka izmantojat mūsu pakalpojumus. Paldies par jūsu iepriekšējo atbildi. Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli. Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Dokumenti būs pieejami arī klātienes tikšanās laikā.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Informācija par pasākumu,"Labdien, kolēģi!

Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Sanāksmes laikā pārrunāsim aktuālos jautājumus. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Paldies par jūsu laiku un atsaucību.

Lai jauka diena!
Mūsu komanda.",normal
Informācija klientiem,"Labdien, Anna!

Informācija par darba grafiku ir pievienota šim ziņojumam. Paldies, ka izmantojat mūsu pakalpojumus. Atgādinām, ka pasākums notiks piektdien. Piegāde ir plānota tuvāko trīs darba dienu laikā.

Ar cieņu,
Projektu komanda.",normal
Bibliotēkas atgādinājums,"Sveiki, visiem!

Piegāde ir plānota tuvāko trīs darba dienu laikā. Darba grafiks nākamajai nedēļai ir sagatavots. Ja nepieciešams, varam vienoties par citu laiku. Atgādinām, ka pasākums notiks piektdien.

Veiksmīgu dienu!
Mūsu komanda.",normal
Atvaļinājuma plāns,"Sveiki, kolēģi!

Mēs novērtējam jūsu atsauksmes un ieteikumus. Atgādinām, ka pasākums notiks piektdien. Lūdzu, dodiet mums ziņu, ja nepieciešams mainīt tikšanās laiku.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Mācību materiāli,"Labdien, skolēni!

Paldies par jūsu iepriekšējo atbildi. Informācija par jaunumiem ir pieejama mūsu mājaslapā. Paldies, ka izmantojat mūsu pakalpojumus. Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Pielikumā nosūtām informāciju par plānoto pasākumu. Ja nepieciešams, varam vienoties par citu laiku.

Ar cieņu,
Skolas administrācija.",normal
Informācija par pasākumu,"Labdien, Anna!

Nodarbība notiks ierastajā laikā. Paldies par jūsu iepriekšējo atbildi. Pielikumā nosūtām informāciju par plānoto pasākumu. Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu. Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli.

Ar cieņu,
Administrācija.",normal
Piegādes datums,"Labdien, cienījamie klienti!

Papildu informāciju varat saņemt, sazinoties ar mums. Mēs nosūtīsim papildu informāciju pēc tikšanās. Tikšanās laiks ir saskaņots ar visiem dalībniekiem. Paldies par jūsu laiku un atsaucību.

Lai jauka diena!
Mūsu komanda.",normal
Atvaļinājuma plāns,"Labdien, cienījamie klienti!

Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā. Paldies par jūsu iepriekšējo atbildi.

Ar cieņu,
Skolas administrācija.",normal
Informācija par nodarbību,"Labdien, skolēni!

Informācija par jaunumiem ir pieejama mūsu mājaslapā. Paldies par jūsu iepriekšējo atbildi. Mēs priecāsimies saņemt jūsu komentārus. Atgādinām, ka pasākums notiks piektdien.

Ar cieņu,
Administrācija.",normal
Tikšanās laika maiņa,"Sveiki!

Aptauja aizņems tikai dažas minūtes. Lūdzu, iepazīstieties ar pievienotajiem dokumentiem. Mēs novērtējam jūsu atsauksmes un ieteikumus. Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli.

Ar cieņu,
Administrācija.",normal
Tikšanās par projektu,"Sveiki, komanda!

Pielikumā nosūtām informāciju par plānoto pasākumu. Informācija tiks papildināta, ja būs nepieciešamas izmaiņas. Mēs novērtējam jūsu atsauksmes un ieteikumus.

Paldies!
Klientu serviss.",normal
Tikšanās par projektu,"Labdien, kolēģi!

Atgādinām par rīt plānoto tikšanos. Papildu informāciju varat saņemt, sazinoties ar mums. Mēs priecāsimies saņemt jūsu komentārus. Ja nepieciešams, varam vienoties par citu laiku.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Tikšanās laika maiņa,"Labdien, skolēni!

Mēs novērtējam jūsu atsauksmes un ieteikumus. Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei. Informācija par jaunumiem ir pieejama mūsu mājaslapā. Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā.

Ar cieņu,
Skolas administrācija.",normal
Aptauja par pakalpojumu,"Labdien, skolēni!

Dokumenti būs pieejami arī klātienes tikšanās laikā. Paldies par jūsu laiku un atsaucību. Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu.

Paldies par sadarbību!
Uzņēmuma komanda.",normal
Atvaļinājuma plāns,"Labdien, Anna!

Pasākuma dalībniekiem būs pieejami visi nepieciešamie materiāli. Dokumenti būs pieejami arī klātienes tikšanās laikā. Aptauja aizņems tikai dažas minūtes. Informācija tiks papildināta, ja būs nepieciešamas izmaiņas. Pielikumā nosūtām informāciju par plānoto pasākumu. Jūsu rezervācija ir veiksmīgi apstiprināta. Informācija par jaunumiem ir pieejama mūsu mājaslapā.

Veiksmīgu dienu!
Mūsu komanda.",normal
Tikšanās par projektu,"Sveiki, kolēģi!

Šonedēļ esam sagatavojuši vairākus jaunumus. Pielikumā nosūtām informāciju par plānoto pasākumu. Papildu informāciju varat saņemt, sazinoties ar mums. Darba grafiks nākamajai nedēļai ir sagatavots.

Veiksmīgu dienu!
Mūsu komanda.",normal
Pasūtījuma statuss,"Sveiki, visiem!

Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Aptauja aizņems tikai dažas minūtes. Dokumenti būs pieejami arī klātienes tikšanās laikā. Pielikumā nosūtām informāciju par plānoto pasākumu.

Paldies!
Klientu serviss.",normal
Semināra programma,"Sveiki, Jāni!

Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā. Šonedēļ esam sagatavojuši vairākus jaunumus. Informācija par darba grafiku ir pievienota šim ziņojumam. Jūsu pasūtījums ir sagatavots un tiks nosūtīts tuvākajās dienās. Pielikumā nosūtām informāciju par plānoto pasākumu. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties.

Paldies!
Klientu serviss.",normal
Piegādes informācija,"Labdien, kolēģi!

Papildu informāciju varat saņemt, sazinoties ar mums. Lūdzu, informējiet mūs, ja nevarēsiet piedalīties. Ja jums ir jautājumi, varat sazināties ar mūsu klientu apkalpošanas nodaļu. Tikšanās laiks ir saskaņots ar visiem dalībniekiem. Darba grafiks nākamajai nedēļai ir sagatavots. Mēs priecāsimies saņemt jūsu komentārus.

Lai jauka diena!
Mūsu komanda.",normal
Jaunā darba kārtība,"Sveiki!

Sanāksmes laikā pārrunāsim aktuālos jautājumus. Jūsu rezervācija ir veiksmīgi apstiprināta. Papildu informāciju varat saņemt, sazinoties ar mums. Piegāde ir plānota tuvāko trīs darba dienu laikā.

Veiksmīgu dienu!
Mūsu komanda.",normal
Piegādes informācija,"Sveiki!

Atgādinām, ka pasākums notiks piektdien. Nākamajā mēnesī tiks veiktas nelielas izmaiņas darba kārtībā. Dokumenti būs pieejami arī klātienes tikšanās laikā. Mēs priecāsimies saņemt jūsu komentārus. Piegāde ir plānota tuvāko trīs darba dienu laikā. Pielikumā nosūtām informāciju par plānoto pasākumu.

Lai jauka diena!
Mūsu komanda.",normal
Rezervācijas apstiprinājums,"Sveiki, komanda!

Mēs novērtējam jūsu atsauksmes un ieteikumus. Informācija par jaunumiem ir pieejama mūsu mājaslapā. Vēlamies informēt, ka mūsu tikšanās notiks nākamajā nedēļā. Nodarbība notiks ierastajā laikā. Mēs vēlamies precizēt dažas detaļas par mūsu sadarbību. Lūdzu, saglabājiet šo ziņojumu turpmākai atsaucei.

Ar cieņu,
Skolas administrācija.",normal
