subject,message,label
Brīdinājums par kontu,"Cienījamais klient!

Ir konstatēta iespējama neatbilstība konta informācijā.
Lūdzu, veiciet nepieciešamo pārbaudi pēc iespējas ātrāk.

Papildu informācija par pārbaudi ir pieejama konta sadaļā.

Pretējā gadījumā var tikt piemēroti papildu drošības ierobežojumi. Lai apstiprinātu informāciju, atveriet pārbaudes sadaļu.

Paldies par sadarbību.",phishing
Svarīgs drošības paziņojums,"Sveiki, klient!

Mūsu sistēma ir konstatējusi neparastu aktivitāti jūsu kontā. Nepieciešams apstiprināt, ka konts joprojām pieder jums. Lūdzu, pievērsiet šim paziņojumam uzmanību.

Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Paldies par sapratni.",phishing
Jūsu kontam nepieciešama pārbaude,"Sveiki!

Ir konstatēta iespējama neatbilstība konta informācijā.

Šis ir automātiski nosūtīts paziņojums. Nepieciešams apstiprināt, ka konts joprojām pieder jums.

Šo darbību nepieciešams veikt pēc iespējas ātrāk. Lai apstiprinātu informāciju, atveriet pārbaudes sadaļu.

Ar cieņu,
Konta drošības komanda.",phishing
Nepieciešama konta pārbaude,"Labdien, cienījamais klient!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Sistēma nevarēja automātiski apstiprināt pēdējo darbību.

Lai turpinātu izmantot kontu, nepieciešams veikt pārbaudi. Konta pārbaudi var pabeigt, izmantojot zemāk norādīto darbību.

Pretējā gadījumā dažas konta funkcijas var kļūt nepieejamas.

Paldies, ka izmantojat mūsu pakalpojumus.",phishing
Brīdinājums par kontu,"Cienījamais lietotāj!

Pēdējās konta darbības dēļ nepieciešama papildu pārbaude.

Drošības pārbaude ir nepieciešama, lai aizsargātu jūsu kontu. Nepieciešams apstiprināt, ka konts joprojām pieder jums.

Ja darbība netiks apstiprināta, konta izmantošana var būt ierobežota. Lai turpinātu, izmantojiet norādīto pārbaudes iespēju.

Paldies par sadarbību.",phishing
Darījuma pārbaude,"Cienījamais lietotāj!

Mūsu sistēmā ir reģistrēta neparasta piekļuves darbība.
Lūdzu, veiciet nepieciešamo pārbaudi pēc iespējas ātrāk.

Šis ir automātiski nosūtīts paziņojums.

Šo darbību nepieciešams veikt pēc iespējas ātrāk. Konta pārbaudi var pabeigt, izmantojot zemāk norādīto darbību.

Paldies par sadarbību.",phishing
Identitātes pārbaude,"Cienījamais lietotāj!

Drošības sistēma ir pamanījusi aizdomīgu darbību.
Lūdzu, pabeidziet drošības pārbaudi.

Lūdzu, saglabājiet šo paziņojumu turpmākai atsaucei.

Nepieciešams rīkoties pirms konta statusa maiņas. Pabeidziet pārbaudi, izmantojot drošības sadaļu.

Ar cieņu,
Konta drošības komanda.",phishing
Konta pārbaudes termiņš,"Sveiki!

Drošības sistēma ir pamanījusi aizdomīgu darbību. Lai turpinātu izmantot kontu, nepieciešams veikt pārbaudi. Pretējā gadījumā var tikt piemēroti papildu drošības ierobežojumi.

Lai atjaunotu piekļuvi, turpiniet ar konta pārbaudi.

Paldies, ka izmantojat mūsu pakalpojumus.",phishing
Pēdējais atgādinājums par kontu,"Cienījamais lietotāj!

Mūsu sistēmā ir reģistrēta neparasta piekļuves darbība. Lai atjaunotu piekļuvi, nepieciešams apstiprināt konta statusu. Nepieciešams rīkoties pirms konta statusa maiņas.

Apstiprināšanas process ir pieejams konta pārbaudes sadaļā.

Paldies par sapratni.",phishing
Neparasta aktivitāte kontā,"Labdien!

Ir konstatēta iespējama neatbilstība konta informācijā.

Papildu informācija par pārbaudi ir pieejama konta sadaļā. Lūdzu, pabeidziet drošības pārbaudi.

Pārbaudes termiņš ir ierobežots. Lai apstiprinātu informāciju, atveriet pārbaudes sadaļu.

Paldies par sapratni.",phishing
Apstipriniet konta informāciju,"Sveiki!

Ir konstatēta iespējama neatbilstība konta informācijā. Lai izvairītos no piekļuves ierobežošanas, apstipriniet konta datus. Šo darbību nepieciešams veikt pēc iespējas ātrāk.

Lai turpinātu, izmantojiet norādīto pārbaudes iespēju.

Ar cieņu,
Drošības nodaļa.",phishing
Apstipriniet konta informāciju,"Svarīgs paziņojums!

Ir konstatēta iespējama neatbilstība konta informācijā. Lai izvairītos no piekļuves ierobežošanas, apstipriniet konta datus. Pretējā gadījumā dažas konta funkcijas var kļūt nepieejamas.

Pabeidziet pārbaudi, izmantojot drošības sadaļu.

Ar cieņu,
Konta drošības komanda.",phishing
Konta darbības apstiprināšana,"Labdien!

Mūsu sistēma ir konstatējusi neparastu aktivitāti jūsu kontā. Lūdzu, apstipriniet savu konta informāciju. Pretējā gadījumā dažas konta funkcijas var kļūt nepieejamas.

Lai apstiprinātu informāciju, atveriet pārbaudes sadaļu.

Ar cieņu,
Konta drošības komanda.",phishing
Svarīgs klienta paziņojums,"Labdien!

Sistēma nevarēja automātiski apstiprināt pēdējo darbību. Lai izvairītos no piekļuves ierobežošanas, apstipriniet konta datus. Pārbaudes termiņš ir ierobežots.

Lai atjaunotu piekļuvi, turpiniet ar konta pārbaudi.

Paldies par sapratni.",phishing
Darījuma pārbaude,"Cienījamais lietotāj!

Automātiskās pārbaudes laikā tika konstatēta nepieciešamība atjaunināt informāciju.

Drošības pārbaude ir nepieciešama, lai aizsargātu jūsu kontu. Lai izvairītos no piekļuves ierobežošanas, apstipriniet konta datus.

Ja pārbaude netiks veikta, piekļuve kontam var tikt ierobežota. Pabeidziet pārbaudi, izmantojot drošības sadaļu.

Ar cieņu,
Atbalsta komanda.",phishing
Apstipriniet konta informāciju,"Sveiki!

Svarīga informācija par jūsu kontu.

Automātiskās pārbaudes laikā tika konstatēta nepieciešamība atjaunināt informāciju. Paziņojums ir nosūtīts automātiski.

Lai turpinātu izmantot kontu, nepieciešams veikt pārbaudi.
Pabeidziet pārbaudi, izmantojot drošības sadaļu.

Pretējā gadījumā dažas konta funkcijas var kļūt nepieejamas.

Paldies par sadarbību.",phishing
Apstipriniet konta informāciju,"Labdien!

Drošības sistēma ir pamanījusi aizdomīgu darbību.
Lai atjaunotu piekļuvi, nepieciešams apstiprināt konta statusu.

Šī darbība ir saistīta ar jūsu konta drošību.

Pretējā gadījumā var tikt piemēroti papildu drošības ierobežojumi. Konta pārbaudi var pabeigt, izmantojot zemāk norādīto darbību.

Ar cieņu,
Atbalsta komanda.",phishing
Steidzams paziņojums,"Cienījamais klient!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Ir konstatēta darbība, kuru nepieciešams apstiprināt.

Veiciet norādīto pārbaudi, lai atjaunotu pilnu piekļuvi. Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Pretējā gadījumā dažas konta funkcijas var kļūt nepieejamas.

Ar cieņu,
Klientu apkalpošanas nodaļa.",phishing
Brīdinājums par kontu,"Labdien, cienījamais klient!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Ir konstatēta darbība, kuru nepieciešams apstiprināt.

Lai izvairītos no piekļuves ierobežošanas, apstipriniet konta datus. Lai turpinātu, izmantojiet norādīto pārbaudes iespēju.

Šo darbību nepieciešams veikt pēc iespējas ātrāk.

Ar cieņu,
Konta drošības komanda.",phishing
Nepieciešama konta pārbaude,"Svarīgs paziņojums!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Jūsu konta drošības statuss ir jāapstiprina.

Lūdzu, apstipriniet savu konta informāciju. Lai turpinātu, izmantojiet norādīto pārbaudes iespēju.

Nepieciešams rīkoties pirms konta statusa maiņas.

Paldies par sadarbību.",phishing
Konta pārbaudes termiņš,"Svarīgs paziņojums!

Ir konstatēta iespējama neatbilstība konta informācijā. Nepieciešams apstiprināt, ka konts joprojām pieder jums. Pretējā gadījumā dažas konta funkcijas var kļūt nepieejamas.

Lai apstiprinātu informāciju, atveriet pārbaudes sadaļu.

Paldies, ka izmantojat mūsu pakalpojumus.",phishing
Konta pārbaudes termiņš,"Labdien!

Jūsu konta drošības statuss ir jāapstiprina.
Lai turpinātu izmantot kontu, nepieciešams veikt pārbaudi.

Lūdzu, saglabājiet šo paziņojumu turpmākai atsaucei.

Šo darbību nepieciešams veikt pēc iespējas ātrāk. Pabeidziet pārbaudi, izmantojot drošības sadaļu.

Ar cieņu,
Atbalsta komanda.",phishing
Maksājuma apstiprināšana,"Svarīgs paziņojums!

Svarīga informācija par jūsu kontu.

Kontam ir nepieciešama papildu drošības pārbaude. Šī darbība ir saistīta ar jūsu konta drošību.

Lai turpinātu izmantot kontu, nepieciešams veikt pārbaudi.
Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Ja pārbaude netiks veikta, piekļuve kontam var tikt ierobežota.

Ar cieņu,
Konta drošības komanda.",phishing
Jūsu konts ir ierobežots,"Cienījamais lietotāj!

Svarīga informācija par jūsu kontu.

Ir konstatēta darbība, kuru nepieciešams apstiprināt. Lūdzu, saglabājiet šo paziņojumu turpmākai atsaucei.

Lai turpinātu izmantot pakalpojumu, jāapstiprina jūsu informācija.
Apstiprināšanas process ir pieejams konta pārbaudes sadaļā.

Pretējā gadījumā dažas konta funkcijas var kļūt nepieejamas.

Ar cieņu,
Klientu apkalpošanas nodaļa.",phishing
Apstipriniet konta informāciju,"Sveiki, klient!

Sistēma nevarēja automātiski apstiprināt pēdējo darbību. Lai turpinātu izmantot kontu, nepieciešams veikt pārbaudi. Lūdzu, neatlieciet šo pārbaudi.

Lai atjaunotu piekļuvi, turpiniet ar konta pārbaudi.

Paldies par sapratni.",phishing
Konta piekļuves problēma,"Svarīgs paziņojums!

Svarīga informācija par jūsu kontu.

Ir konstatēta iespējama neatbilstība konta informācijā. Atbildēt uz šo ziņojumu nav nepieciešams.

Lai turpinātu izmantot pakalpojumu, jāapstiprina jūsu informācija.
Lai turpinātu, izmantojiet norādīto pārbaudes iespēju.

Šo darbību nepieciešams veikt pēc iespējas ātrāk.

Ar cieņu,
Konta drošības komanda.",phishing
Identitātes pārbaude,"Labdien, cienījamais klient!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Kontam ir nepieciešama papildu drošības pārbaude.

Lai turpinātu izmantot pakalpojumu, jāapstiprina jūsu informācija. Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Lūdzu, pievērsiet šim paziņojumam uzmanību.

Ar cieņu,
Konta drošības komanda.",phishing
Jūsu konts ir ierobežots,"Cienījamais lietotāj!

Automātiskā sistēma ir atzīmējusi jūsu kontu pārbaudei. Lūdzu, apstipriniet savu konta informāciju. Lūdzu, neatlieciet šo pārbaudi.

Pabeidziet pārbaudi, izmantojot drošības sadaļu.

Ar cieņu,
Atbalsta komanda.",phishing
Nepieciešama konta pārbaude,"Sveiki!

Jūsu profils pašlaik gaida papildu pārbaudi.

Atbildēt uz šo ziņojumu nav nepieciešams. Lai izvairītos no piekļuves ierobežošanas, apstipriniet konta datus.

Ja pārbaude netiks veikta, piekļuve kontam var tikt ierobežota. Lai atjaunotu piekļuvi, turpiniet ar konta pārbaudi.

Paldies, ka izmantojat mūsu pakalpojumus.",phishing
Brīdinājums par kontu,"Labdien!

Jūsu profils pašlaik gaida papildu pārbaudi. Nepieciešams apstiprināt, ka konts joprojām pieder jums. Pretējā gadījumā dažas konta funkcijas var kļūt nepieejamas.

Lai apstiprinātu informāciju, atveriet pārbaudes sadaļu.

Ar cieņu,
Konta drošības komanda.",phishing
Paziņojums par konta darbību,"Labdien, cienījamais klient!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Pēdējās konta darbības dēļ nepieciešama papildu pārbaude.

Lai atjaunotu piekļuvi, nepieciešams apstiprināt konta statusu. Apstiprināšanas process ir pieejams konta pārbaudes sadaļā.

Pretējā gadījumā dažas konta funkcijas var kļūt nepieejamas.

Ar cieņu,
Klientu apkalpošanas nodaļa.",phishing
Konta piekļuves problēma,"Sveiki, klient!

Automātiskā sistēma ir atzīmējusi jūsu kontu pārbaudei.
Lai atjaunotu piekļuvi, nepieciešams apstiprināt konta statusu.

Šī darbība ir saistīta ar jūsu konta drošību.

Nepieciešams rīkoties pirms konta statusa maiņas. Lai turpinātu, izmantojiet norādīto pārbaudes iespēju.

Ar cieņu,
Atbalsta komanda.",phishing
Drošības pārbaude,"Cienījamais klient!

Jūsu konta drošības statuss ir jāapstiprina. Lūdzu, pabeidziet drošības pārbaudi. Šo darbību nepieciešams veikt pēc iespējas ātrāk.

Lai atjaunotu piekļuvi, turpiniet ar konta pārbaudi.

Ar cieņu,
Konta drošības komanda.",phishing
Nepieciešama konta pārbaude,"Labdien!

Ir konstatēta iespējama neatbilstība konta informācijā.
Lai turpinātu izmantot kontu, nepieciešams veikt pārbaudi.

Pārbaude tiek veikta drošības nolūkos.

Pārbaudes termiņš ir ierobežots. Apstiprināšanas process ir pieejams konta pārbaudes sadaļā.

Ar cieņu,
Klientu apkalpošanas nodaļa.",phishing
Steidzams paziņojums,"Cienījamais klient!

Svarīga informācija par jūsu kontu.

Sistēma nevarēja automātiski apstiprināt pēdējo darbību. Paziņojums ir nosūtīts automātiski.

Lūdzu, apstipriniet savu konta informāciju.
Apstiprināšanas process ir pieejams konta pārbaudes sadaļā.

Ja pārbaude netiks veikta, piekļuve kontam var tikt ierobežota.

Paldies, ka izmantojat mūsu pakalpojumus.",phishing
Svarīgs klienta paziņojums,"Labdien!

Svarīga informācija par jūsu kontu.

Mūsu sistēma ir konstatējusi neparastu aktivitāti jūsu kontā. Atbildēt uz šo ziņojumu nav nepieciešams.

Lūdzu, veiciet nepieciešamo pārbaudi pēc iespējas ātrāk.
Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Pārbaudes termiņš ir ierobežots.

Paldies par sapratni.",phishing
Svarīgs drošības paziņojums,"Cienījamais lietotāj!

Sistēma nevarēja automātiski apstiprināt pēdējo darbību. Veiciet norādīto pārbaudi, lai atjaunotu pilnu piekļuvi. Pretējā gadījumā var tikt piemēroti papildu drošības ierobežojumi.

Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Ar cieņu,
Atbalsta komanda.",phishing
Neapstiprināta darbība,"Cienījamais klient!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Automātiskās pārbaudes laikā tika konstatēta nepieciešamība atjaunināt informāciju.

Lai atjaunotu piekļuvi, nepieciešams apstiprināt konta statusu. Apstiprināšanas process ir pieejams konta pārbaudes sadaļā.

Lūdzu, pievērsiet šim paziņojumam uzmanību.

Ar cieņu,
Konta drošības komanda.",phishing
Konta pārbaudes termiņš,"Labdien!

Mūsu sistēmā ir reģistrēta neparasta piekļuves darbība.
Nepieciešams apstiprināt, ka konts joprojām pieder jums.

Lūdzu, saglabājiet šo paziņojumu turpmākai atsaucei.

Pretējā gadījumā var tikt piemēroti papildu drošības ierobežojumi. Apstiprināšanas process ir pieejams konta pārbaudes sadaļā.

Paldies par sapratni.",phishing
Jūsu konts ir ierobežots,"Sveiki!

Mūsu sistēma ir konstatējusi neparastu aktivitāti jūsu kontā.
Lai turpinātu izmantot kontu, nepieciešams veikt pārbaudi.

Pārbaude tiek veikta drošības nolūkos.

Ja darbība netiks apstiprināta, konta izmantošana var būt ierobežota. Lai atjaunotu piekļuvi, turpiniet ar konta pārbaudi.

Ar cieņu,
Konta drošības komanda.",phishing
Drošības pārbaude,"Sveiki!

Svarīga informācija par jūsu kontu.

Jūsu profils pašlaik gaida papildu pārbaudi. Lūdzu, saglabājiet šo paziņojumu turpmākai atsaucei.

Lūdzu, veiciet nepieciešamo pārbaudi pēc iespējas ātrāk.
Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Pārbaudi ieteicams pabeigt tuvākajā laikā.

Paldies, ka izmantojat mūsu pakalpojumus.",phishing
Neparasta aktivitāte kontā,"Labdien!

Svarīga informācija par jūsu kontu.

Jūsu konta drošības statuss ir jāapstiprina. Atbildēt uz šo ziņojumu nav nepieciešams.

Lai atjaunotu piekļuvi, nepieciešams apstiprināt konta statusu.
Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Nepieciešams rīkoties pirms konta statusa maiņas.

Ar cieņu,
Konta drošības komanda.",phishing
Jūsu konts ir ierobežots,"Labdien, cienījamais klient!

Svarīga informācija par jūsu kontu.

Automātiskās pārbaudes laikā tika konstatēta nepieciešamība atjaunināt informāciju. Atbildēt uz šo ziņojumu nav nepieciešams.

Lūdzu, pārbaudiet norādīto informāciju un apstipriniet darbību.
Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Pretējā gadījumā dažas konta funkcijas var kļūt nepieejamas.

Paldies, ka izmantojat mūsu pakalpojumus.",phishing
Steidzams paziņojums,"Labdien, cienījamais klient!

Svarīga informācija par jūsu kontu.

Drošības sistēma ir pamanījusi aizdomīgu darbību. Papildu informācija par pārbaudi ir pieejama konta sadaļā.

Lūdzu, pārbaudiet norādīto informāciju un apstipriniet darbību.
Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Lūdzu, pievērsiet šim paziņojumam uzmanību.

Paldies par sapratni.",phishing
Nepieciešama tūlītēja darbība,"Labdien!

Automātiskās pārbaudes laikā tika konstatēta nepieciešamība atjaunināt informāciju.
Lai atjaunotu piekļuvi, nepieciešams apstiprināt konta statusu.

Atbildēt uz šo ziņojumu nav nepieciešams.

Ja darbība netiks apstiprināta, konta izmantošana var būt ierobežota. Apstiprināšanas process ir pieejams konta pārbaudes sadaļā.

Ar cieņu,
Konta drošības komanda.",phishing
Drošības sistēmas brīdinājums,"Cienījamais lietotāj!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Pēdējās konta darbības dēļ nepieciešama papildu pārbaude.

Lūdzu, pabeidziet drošības pārbaudi. Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Šo darbību nepieciešams veikt pēc iespējas ātrāk.

Paldies par sadarbību.",phishing
Svarīga informācija par jūsu kontu,"Cienījamais klient!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Pēdējās konta darbības dēļ nepieciešama papildu pārbaude.

Lai turpinātu izmantot kontu, nepieciešams veikt pārbaudi. Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Lūdzu, pievērsiet šim paziņojumam uzmanību.

Ar cieņu,
Drošības nodaļa.",phishing
Jūsu kontam nepieciešama pārbaude,"Cienījamais klient!

Automātiskās pārbaudes laikā tika konstatēta nepieciešamība atjaunināt informāciju. Lūdzu, pabeidziet drošības pārbaudi. Nepieciešams rīkoties pirms konta statusa maiņas.

Lai atjaunotu piekļuvi, turpiniet ar konta pārbaudi.

Ar cieņu,
Atbalsta komanda.",phishing
Nepieciešama konta pārbaude,"Labdien, cienījamais klient!

Ir konstatēta darbība, kuru nepieciešams apstiprināt. Lai turpinātu izmantot pakalpojumu, jāapstiprina jūsu informācija. Nepieciešams rīkoties pirms konta statusa maiņas.

Lai apstiprinātu informāciju, atveriet pārbaudes sadaļu.

Ar cieņu,
Atbalsta komanda.",phishing
Nepieciešama konta pārbaude,"Cienījamais lietotāj!

Ir konstatēta darbība, kuru nepieciešams apstiprināt.
Lūdzu, veiciet nepieciešamo pārbaudi pēc iespējas ātrāk.

Šī darbība ir saistīta ar jūsu konta drošību.

Ja darbība netiks apstiprināta, konta izmantošana var būt ierobežota. Konta pārbaudi var pabeigt, izmantojot zemāk norādīto darbību.

Ar cieņu,
Atbalsta komanda.",phishing
Neapstiprināta darbība,"Labdien, cienījamais klient!

Mūsu sistēmā ir reģistrēta neparasta piekļuves darbība. Lai izvairītos no piekļuves ierobežošanas, apstipriniet konta datus. Pārbaudi ieteicams pabeigt tuvākajā laikā.

Izmantojiet konta pārbaudes iespēju, lai turpinātu.

Paldies par sapratni.",phishing
Darījuma pārbaude,"Cienījamais lietotāj!

Mūsu sistēmā ir reģistrēta neparasta piekļuves darbība.
Veiciet norādīto pārbaudi, lai atjaunotu pilnu piekļuvi.

Paziņojums ir nosūtīts automātiski.

Pretējā gadījumā var tikt piemēroti papildu drošības ierobežojumi. Lai turpinātu, izmantojiet norādīto pārbaudes iespēju.

Paldies par sapratni.",phishing
Neapstiprināta darbība,"Cienījamais klient!

Sistēma nevarēja automātiski apstiprināt pēdējo darbību.
Veiciet norādīto pārbaudi, lai atjaunotu pilnu piekļuvi.

Drošības pārbaude ir nepieciešama, lai aizsargātu jūsu kontu.

Šo darbību nepieciešams veikt pēc iespējas ātrāk. Pabeidziet pārbaudi, izmantojot drošības sadaļu.

Paldies par sadarbību.",phishing
Jūsu konts ir ierobežots,"Labdien!

Jūsu konta drošības statuss ir jāapstiprina. Lai turpinātu izmantot pakalpojumu, jāapstiprina jūsu informācija. Pārbaudes termiņš ir ierobežots.

Pabeidziet pārbaudi, izmantojot drošības sadaļu.

Paldies par sapratni.",phishing
Drošības pārbaude,"Sveiki!

Kontam ir nepieciešama papildu drošības pārbaude. Lūdzu, pabeidziet drošības pārbaudi. Pretējā gadījumā var tikt piemēroti papildu drošības ierobežojumi.

Lai turpinātu, izmantojiet norādīto pārbaudes iespēju.

Paldies par sadarbību.",phishing
Neparasta aktivitāte kontā,"Labdien!

Kontam ir nepieciešama papildu drošības pārbaude. Lai atjaunotu piekļuvi, nepieciešams apstiprināt konta statusu. Lūdzu, neatlieciet šo pārbaudi.

Lai apstiprinātu informāciju, atveriet pārbaudes sadaļu.

Ar cieņu,
Klientu apkalpošanas nodaļa.",phishing
Jūsu konts ir ierobežots,"Labdien!

Pēdējās konta darbības dēļ nepieciešama papildu pārbaude.

Lūdzu, saglabājiet šo paziņojumu turpmākai atsaucei. Lūdzu, apstipriniet savu konta informāciju.

Šo darbību nepieciešams veikt pēc iespējas ātrāk. Pabeidziet pārbaudi, izmantojot drošības sadaļu.

Paldies, ka izmantojat mūsu pakalpojumus.",phishing
Drošības pārbaude,"Labdien!

Automātiskās pārbaudes laikā tika konstatēta nepieciešamība atjaunināt informāciju. Lai turpinātu izmantot kontu, nepieciešams veikt pārbaudi. Ja pārbaude netiks veikta, piekļuve kontam var tikt ierobežota.

Lai atjaunotu piekļuvi, turpiniet ar konta pārbaudi.

Ar cieņu,
Atbalsta komanda.",phishing
Steidzams paziņojums,"Cienījamais klient!

Jūsu profils pašlaik gaida papildu pārbaudi.
Lai izvairītos no piekļuves ierobežošanas, apstipriniet konta datus.

Šī darbība ir saistīta ar jūsu konta drošību.

Šo darbību nepieciešams veikt pēc iespējas ātrāk. Lai apstiprinātu informāciju, atveriet pārbaudes sadaļu.

Paldies par sapratni.",phishing
Nepieciešams apstiprinājums,"Sveiki, klient!

Ir konstatēta darbība, kuru nepieciešams apstiprināt. Veiciet norādīto pārbaudi, lai atjaunotu pilnu piekļuvi. Nepieciešams rīkoties pirms konta statusa maiņas.

Pabeidziet pārbaudi, izmantojot drošības sadaļu.

Ar cieņu,
Konta drošības komanda.",phishing
Nepieciešama konta pārbaude,"Cienījamais lietotāj!

Vēlamies informēt par izmaiņām jūsu konta drošības statusā. Sistēma nevarēja automātiski apstiprināt pēdējo darbību.

Nepieciešams apstiprināt, ka konts joprojām pieder jums. Pabeidziet pārbaudi, izmantojot drošības sadaļu.

Pretējā gadījumā dažas konta funkcijas var kļūt nepieejamas.

Ar cieņu,
Drošības nodaļa.",phishing
Neparasta aktivitāte kontā,"Sveiki!

Automātiskā sistēma ir atzīmējusi jūsu kontu pārbaudei. Lai turpinātu izmantot kontu, nepieciešams veikt pārbaudi. Lūdzu, pievērsiet šim paziņojumam uzmanību.

Lai turpinātu, izmantojiet norādīto pārbaudes iespēju.

Ar cieņu,
Drošības nodaļa.",phishing
Svarīgs drošības paziņojums,"Svarīgs paziņojums!

Jūsu konta drošības statuss ir jāapstiprina. Lai atjaunotu piekļuvi, nepieciešams apstiprināt konta statusu. Pretējā gadījumā var tikt piemēroti papildu drošības ierobežojumi.

Konta pārbaudi var pabeigt, izmantojot zemāk norādīto darbību.

Ar cieņu,
Konta drošības komanda.",phishing
